anime_id,name,genre,type,episodes,rating,members
1217,Seikimatsu�vDarling,"Comedy, Drama, Romance, Shounen Ai",OVA,1,6.5,4816
1218,Tonagura!,"Comedy, Drama, Ecchi, Romance, School",TV,13,6.87,31856
1219,Chocotto Sister,"Comedy, Drama, Romance",TV,24,6.91,14380
1220,Hoshizora Kiseki,"Romance, Sci-Fi",ONA,1,5.99,7674
1221,Demashita! Powerpuff Girls Z,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",TV,52,6.52,13624
1222,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",TV,26,7.54,125051
1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,5.97,6686
1224,Aquarian Age: Sign for Evolution,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,13,6.25,9268
1225,3x3 Eyes Seima Densetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892
1226,Seihou Tenshi Angel Links,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space",TV,13,6.06,4817
1227,Shuten Douji,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural",OVA,4,6.05,1036
1228,Chivas 1-2-3,"Action, Comedy, Ecchi, Fantasy, Supernatural",OVA,2,6.22,2011
1230,Innocent Venus,"Adventure, Drama, Mecha, Military, Sci-Fi",TV,12,6.95,19708
1231,Saber Marionette J to X,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",TV,26,7.39,8862
1232,Saber Marionette R,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,3,6.73,4928
1233,Aozora Shoujo-tai,"Action, Comedy, Military, Romance, Shounen",OVA,7,6.64,3596
1234,Hand Maid Mai,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,6.21,2621
1235,I&#039;&#039;s Pure Bonus,"Comedy, Ecchi, Romance",Special,5,6.62,4688
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,1199
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.43,17175
1238,One Piece: Mamore! Saigo no Dai Butai,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.49,16495
1239,Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo",TV,39,7.64,55056
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",Movie,1,7.62,24968
1241,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,"Drama, Mecha, Military, Sci-Fi, Space",OVA,1,7.55,16102
1243,Night Head Genesis,"Drama, Horror, Mystery, Psychological, Supernatural",TV,24,6.88,20856
1244,Ankoku Shindenshou Takegami,"Action, Drama, Mecha, Sci-Fi, Supernatural",OVA,3,5.71,912
1245,Shihaisha no Tasogare,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",OVA,1,6.03,4377
1246,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,7.24,6108
1247,Project BLUE Chikyuu SOS,"Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892
1248,Zone of the Enders: Idolo,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,1,7.02,5564
1249,"Zone of the Enders: Dolores, I","Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,26,7.04,6753
1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,63193
1251,Fushigi no Umi no Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,7.65,24229
1252,Fushigi no Umi no Nadia: Original Movie,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",Movie,1,5.58,3644
1253,Saint Seiya: Meiou Hades Meikai-hen,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",OVA,12,7.97,21240
1254,Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,114,8.03,70559
1255,Saint Seiya: Shinku no Shounen Densetsu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,7.42,8849
1256,Saint Seiya: Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,1,7.05,10277
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure, Sci-Fi, Shounen",OVA,13,8.26,23701
1258,Saint Seiya: Kamigami no Atsuki Tatakai,"Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894
1259,Saint Seiya: Tenkai-hen Josou - Overture,"Adventure, Sci-Fi, Shounen",Movie,1,7.42,11705
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,"Adventure, Sci-Fi, Shounen",Movie,1,7.07,8217
1261,Kyattou Ninden Teyandee,"Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,54,7.19,7112
1262,Macross II: Lovers Again,"Adventure, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.47,6760
1263,Suika,"Drama, Fantasy, Hentai, Romance",OVA,3,6.64,3483
1264,Yoroiden Samurai Troopers,"Adventure, Samurai, Sci-Fi, Shounen",TV,39,7.21,11015
1265,Yoroiden Samurai Troopers Gaiden,"Adventure, Fantasy, Samurai, Shounen",OVA,2,6.86,1638
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,"Adventure, Fantasy, Samurai, Shounen",OVA,4,6.81,1412
1267,Yoroiden Samurai Troopers Message,"Adventure, Fantasy, Samurai, Shounen",OVA,5,6.13,1299
1268,Aquarian Age: Saga II - Don&#039;t Forget Me...,"Action, Drama, Super Power",OVA,1,6.04,2332
1269,Bio Hunter,"Action, Demons, Horror",OVA,1,6.1,5719
1270,Black Magic M-66,"Action, Mecha, Military, Sci-Fi",OVA,1,6.52,5496
1271,Kyoukasho ni Nai!,"Comedy, Ecchi",OVA,2,5.85,2237
1272,Injuu Gakuen La Blue Girl,"Demons, Hentai",OVA,6,6.31,4893
1273,Injuu Gakuen La Blue Girl: Fukkatsu-hen,"Demons, Hentai",OVA,4,6.3,2808
1274,Injuu Gakuen EX,"Demons, Hentai",OVA,4,6.34,1760
1275,Can Can Bunny Extra,"Fantasy, Hentai, Romance",OVA,6,6.39,2029
1276,Ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"Adventure, Demons, Drama, Fantasy, Magic",OVA,4,6.8,2982
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,"Comedy, Magic, Romance, Shoujo",Special,1,7.37,15135
1279,Taiyou no Ko Esteban,"Adventure, Historical, Sci-Fi",TV,39,7.74,5424
1280,Mamono Hunter Youko,"Comedy, Fantasy, Horror, Magic, Supernatural",OVA,6,6.41,6385
1281,Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19,7.71,42033
1283,Choujuu Densetsu Gestalt,"Adventure, Comedy, Fantasy, Shoujo",OVA,2,6.26,2601
1284,Houma Hunter Lime,"Comedy, Fantasy",OVA,3,6.12,945
1285,Soukihei MD Geist,"Mecha, Military, Sci-Fi",OVA,1,5.42,7802
1286,MD Geist II: Death Force,"Mecha, Military, Sci-Fi",OVA,1,5.14,4344
1287,Odin: Koushi Hansen Starlight,"Action, Adventure, Drama, Sci-Fi",Movie,1,5.26,1408
1288,Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi",OVA,7,7.46,8516
1289,Mobile Police Patlabor: The New Files,"Comedy, Mecha, Police, Sci-Fi",OVA,16,7.61,3952
1290,Mobile Police Patlabor: WXIII,"Mecha, Police, Sci-Fi",Movie,1,6.92,5480
1292,Afro Samurai,"Action, Adventure, Samurai",TV,5,7.41,135708
1293,Urusei Yatsura,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,195,7.78,23020
1295,A-Ko The Versus,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",OVA,2,6.49,2457
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.73,2876
1297,Project A-Ko 3: Cinderella Rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601
1298,Project A-Ko 4: Final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467
1299,Flag,"Mecha, Military",ONA,13,7.33,10531
1300,Omishi Mahou Gekijou: Risky/Safety,"Comedy, Shoujo",TV,24,6.83,2230
1301,Ginga Tetsudou 999 (Movie),"Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1,7.76,7237
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Adventure, Drama, Sci-Fi, Space",Movie,1,7.45,4199
1303,The Animatrix,"Action, Drama, Sci-Fi",OVA,9,7.34,42831
1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986
1312,Chikyuu Bouei Kigyou Dai-Guard,"Adventure, Comedy, Mecha, Military, Sci-Fi",TV,26,7.21,4838
1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,7.37,120268
1314,DT Eightron,"Action, Sci-Fi, Shounen",TV,26,6.46,931
1316,Idaten Jump,"Game, School, Sports",TV,52,6.78,2724
1317,Eyeshield 21: Maboroshi no Golden Bowl,"Shounen, Sports",Movie,1,6.8,5611
1324,Earthian,"Drama, Shoujo, Shounen Ai",OVA,4,6.27,5394
1325,Hamelin no Violin Hiki,"Adventure, Drama, Fantasy",TV,25,6.78,3654
1327,Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",TV,58,7.53,6937
1328,One Pound Gospel,"Comedy, Romance, Seinen, Sports",OVA,1,6.72,1724
1329,Rail of the Star: A True Story of Children,"Drama, Historical",Movie,1,7.41,1302
1331,Dragon Pink,"Action, Adventure, Comedy, Fantasy, Hentai, Magic, Supernatural",OVA,3,6.32,3467
1332,Elf no Wakaokusama,"Fantasy, Hentai",OVA,2,6.13,2050
1333,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids",TV,26,6.51,480
1335,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,"Comedy, Mecha, Sci-Fi",Special,26,7.31,18178
1336,Kyoushoku Soukou Guyver II,"Action, Adventure, Drama, Horror, Sci-Fi",OVA,6,7.2,4876
1337,Dororon Enma-kun,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",TV,25,6.38,1898
1338,Shin Megami Tensei: Tokyo Mokushiroku,"Action, Horror, Sci-Fi",OVA,2,5.71,2871
1339,Cool Devices,Hentai,OVA,11,6.41,3966
1340,Yami no Shihosha Judge,"Horror, Seinen, Supernatural",OVA,1,5.46,1488
1341,Violence Jack: Harlem Bomber-hen,"Action, Drama, Horror",OVA,1,5.46,4566
1342,Violence Jack: Jigoku Gai-hen,"Action, Drama, Horror",OVA,1,5.8,3456
1343,Violence Jack: Hell&#039;s Wind-hen,"Action, Drama, Horror",OVA,1,5.68,3182
1344,Eightman After,"Action, Drama, Sci-Fi",OVA,4,6.38,1771
1345,Soujuu Senshi Psychic Wars,"Action, Demons, Seinen, Super Power",OVA,1,3.32,1556
1346,AD Police,"Adventure, Dementia, Mecha, Mystery, Police, Psychological, Sci-Fi, Thriller",OVA,3,6.47,6112
1347,Bubblegum Crisis,"Adventure, Mecha, Sci-Fi, Shounen",OVA,8,7.36,17268
1348,Bubblegum Crash,"Action, Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.67,4826
1349,A.D. Police (TV),"Action, Mecha, Sci-Fi, Shounen",TV,12,6.16,5547
1350,Parasite Dolls,"Action, Mecha, Police, Sci-Fi",OVA,3,6.69,6156
1351,Angel Cop,"Action, Police, Sci-Fi",OVA,6,6.04,5663
1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970
1353,The Urotsuki,"Adventure, Demons, Fantasy, Hentai, Horror",OVA,3,6.01,1480
1355,Makyuu Senjou,"Action, Sci-Fi",OVA,2,5.28,422
1356,Hokuto no Ken 2,"Action, Drama, Martial Arts, Super Power",TV,43,7.64,11090
1357,Shin Hokuto no Ken,"Action, Martial Arts, Sci-Fi, Shounen",OVA,3,7.04,6426
1358,Hokuto no Ken Movie,"Adventure, Sci-Fi, Shounen",Movie,1,7.3,9328
1359,Nikutai Ten&#039;i,"Hentai, Yuri",OVA,2,6.47,6551
1360,Makai Tenshi Djibril,Hentai,OVA,4,6.61,5641
1361,Final Fantasy: The Spirits Within,Sci-Fi,Movie,1,6.5,53822
1362,Street Fighter II: The Movie,"Action, Martial Arts, Shounen",Movie,1,7.29,15421
1363,Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16,25461
1364,Detective Conan Movie 05: Countdown to Heaven,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.25,25432
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,8.42,28462
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.98,21729
1367,Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.23,23130
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!,"Comedy, Mystery, Police, Shounen",OVA,1,7.56,8436
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,"Adventure, Comedy, Mystery, Shounen",OVA,1,7.37,10294
1370,Atama Yama,"Comedy, Dementia, Fantasy",Movie,1,6.65,4541
1371,Hi no Tori,"Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247
1372,Taiho Shichau zo (1996),"Action, Comedy, Police, Seinen",TV,47,7.59,12156
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,Special,4,7.45,3174
1374,Kyoushoku Soukou Guyver (2005),"Adventure, Sci-Fi, Shounen",TV,26,7.38,12337
1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,7.87,5600
1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",OVA,13,7.77,3620
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,"Drama, Sci-Fi, Space",TV,13,6.9,2169
1378,Sengoku Kitan Youtouden Soushuuhen,"Action, Martial Arts, Samurai",Movie,1,6.05,3110
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1,7.91,26746
1380,Blue Gender: The Warrior,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,6.36,7197
1381,Seikai no Monshou Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.42,2439
1382,Yuusha-Ou GaoGaiGar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,8,8.25,5001
1383,Yuuwaku Countdown,"Action, Comedy, Fantasy, Hentai, Horror, Mecha, Romance, Supernatural",OVA,6,5.95,1194
1384,Kyuuketsuhime Miyu,"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019
1385,Kurohime: Shikkoku no Yakata,Hentai,OVA,2,6.05,2377
1386,Blood Royale,Hentai,OVA,2,5.84,3047
1387,Yakin Byoutou,Hentai,OVA,10,6.55,6061
1388,Yakin Byoutou Ni,Hentai,OVA,5,6.38,2741
1389,Yakin Byoutou San,Hentai,OVA,3,6.49,2710
1390,Parade Parade,"Hentai, Music, Yuri",OVA,2,6.17,1539
1391,Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports",TV,37,7.54,2707
1392,Future GPX Cyber Formula 11,"Drama, Sci-Fi, Shounen, Sports",OVA,6,7.52,1116
1393,Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.7,1113
1394,Future GPX Cyber Formula Saga,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.64,1040
1395,Future GPX Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports",OVA,5,7.72,1070
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports",OVA,2,6.58,338
1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,7.23,15420
1398,Macross Dynamite 7,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,4,6.97,7280
1399,Macross 7 Encore,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",OVA,3,7.07,5616
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,1,7.05,5270
1401,Bible Black: New Testament,Hentai,OVA,6,6.95,14097
1402,Princess Memory,"Fantasy, Hentai, Romance",OVA,2,5.76,789
1403,Tsumamigui,Hentai,OVA,2,6.55,2651
1404,Flutter of Birds: Tori-tachi no Habataki,Hentai,OVA,2,5.93,1190
1405,Tokio Kidou Police,"Comedy, Hentai, Parody, Romance",OVA,2,6.14,1135
1406,Gibo,"Drama, Hentai, Romance",OVA,2,6.1,2705
1407,Stainless Night,"Hentai, Yuri",OVA,2,6.29,2177
1408,Kao no nai Tsuki,Hentai,OVA,5,6.86,7095
1409,IGPX: Immortal Grand Prix,"Mecha, Sci-Fi, Shounen, Sports",TV,5,6.77,2392
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"Mecha, Sci-Fi, Shounen, Sports",TV,13,7.41,6863
1411,VS Knight Lamune &amp; 40 Fresh,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,6,5.81,1381
1412,Lupin III,"Action, Adventure, Comedy, Shounen",TV,23,7.76,34373
1413,Lupin III: Alcatraz Connection,"Action, Adventure, Comedy, Shounen",Special,1,7.29,3242
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Shounen",Special,1,7.28,3183
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action, Adventure, Comedy, Shounen",Special,1,7.03,3235
1416,Lupin III: Dead or Alive,"Action, Adventure, Comedy, Shounen",Movie,1,7.32,4296
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1,7.25,3456
1418,Lupin III: Episode 0 &quot;First Contact&quot;,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.78,4499
1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,4383
1420,Lupin III: Russia yori Ai wo Komete,"Action, Adventure, Comedy, Shounen",Special,1,6.93,2863
1421,Lupin III: Hemingway Paper no Nazo,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.11,2819
1422,Lupin III: $1 Money Wars,"Action, Adventure, Comedy, Shounen",Special,1,7.33,2950
1423,Lupin III: Napoleon no Jisho wo Ubae,"Action, Adventure, Comedy, Shounen",Special,1,6.97,2507
1424,Lupin III: Otakara Henkyaku Daisakusen!!,"Adventure, Comedy, Shounen",Special,1,7.55,2871
1425,Lupin III: Part II,"Action, Adventure, Comedy, Shounen",TV,155,7.93,10873
1426,Lupin III: Part III,"Action, Adventure, Comedy, Shounen",TV,50,7.5,6883
1427,Lupin III: Ikiteita Majutsushi,"Adventure, Comedy, Shounen",OVA,1,6.28,2697
1428,Lupin III: Secret File,"Adventure, Comedy, Shounen",OVA,1,6.48,1994
1429,Lupin III: Nusumareta Lupin,"Action, Adventure, Comedy, Shounen",Special,1,7.31,2694
1430,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",Movie,1,8.2,32732
1431,Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,1,7.04,3279
1432,Lupin III: Fuuma Ichizoku no Inbou,"Action, Adventure, Comedy, Shounen",Movie,1,7.38,4018
1433,Lupin III: Babylon no Ougon Densetsu,"Action, Adventure, Comedy, Shounen",Movie,1,6.82,3251
1434,Lupin III: Harimao no Zaihou wo Oe!!,"Action, Adventure, Comedy, Shounen",Special,1,7.16,3057
1435,Lupin III: Lupin vs. Fukusei-ningen,"Action, Adventure, Comedy, Mystery, Shounen",Movie,1,7.09,4969
1436,Lupin III: Twilight Gemini no Himitsu,"Action, Adventure, Comedy, Shounen",Special,1,7.17,3493
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.34,3138
1438,Lupin III: Lupin Ansatsu Shirei,"Action, Adventure, Comedy, Shounen",Special,1,7.08,3006
1439,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.47,3134
1440,Ninja Mono,"Adventure, Comedy, Shounen, Supernatural",OVA,2,5.98,1651
1441,Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery",Movie,1,7.43,7755
1442,Alexander Senki,"Action, Adventure, Fantasy, Historical, Sci-Fi, Supernatural",TV,13,5.81,4014
1443,Sol Bianca,"Action, Adventure, Sci-Fi, Space",OVA,2,6.47,2723
1444,Sol Bianca: Taiyou no Fune,"Adventure, Mecha, Sci-Fi, Space",OVA,6,6.46,2947
1445,Mach GoGoGo,"Adventure, Cars, Shounen, Sports",TV,52,6.75,6253
1448,Hyakujuu-Ou GoLion,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.94,5984
1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,5636
1451,Shuranosuke Zanmaken: Shikamamon no Otoko,"Action, Historical, Supernatural, Thriller",Movie,1,4.95,2229
1452,The Samurai,"Comedy, Romance, School, Shounen",OVA,1,6.19,839
1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96,8.25,22079
1454,Kemonozume,"Action, Demons, Horror, Romance, Supernatural",TV,13,7.59,33086
1455,Makai Tenshou,"Action, Historical, Samurai, Supernatural",OVA,2,5.34,3970
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",TV,12,6.59,2388
1457,Key the Metal Idol,"Action, Drama, Mecha, Music, Sci-Fi",OVA,15,7.09,7949
1458,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",TV,26,6.55,1059
1459,Uchuu no Kishi Tekkaman Blade,"Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space",TV,49,7.58,8546
1460,Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,6.48,2346
1462,Memories,"Drama, Horror, Psychological, Sci-Fi",Movie,3,7.84,38643
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,10,7.05,3300
1466,Hakugei Densetsu,"Adventure, Sci-Fi",TV,26,6.75,1387
1468,Baoh Raihousha,"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power",OVA,1,6.2,5520
1469,Monster Farm: Enbanseki no Himitsu,"Action, Adventure, Comedy, Fantasy",TV,48,6.91,22170
1470,City Hunter,"Action, Comedy, Mystery, Shounen",TV,51,8,19963
1471,City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,63,8.12,8199
1472,City Hunter 3,"Action, Comedy, Mystery, Shounen",TV,13,7.95,6723
1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen",TV,13,7.91,6337
1474,City Hunter: Ai to Shukumei no Magnum,"Action, Comedy, Mystery, Shounen",Movie,1,7.59,3368
1475,City Hunter: Bay City Wars,"Action, Comedy, Mystery, Shounen",Movie,1,7.51,2969
1476,City Hunter: Hyakuman Dollar no Inbou,"Action, Comedy, Mystery, Shounen",OVA,1,7.55,2881
1477,City Hunter: The Secret Service,"Action, Comedy, Mystery, Shounen",Special,1,7.56,2956
1478,City Hunter: Goodbye My Sweetheart,"Adventure, Comedy, Shounen",Special,1,7.67,2832
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Shounen,Special,1,7.6,2506
1480,Sky Girls OVA,"Mecha, Military, Sci-Fi",OVA,1,6.74,5673
1481,"Urusei Yatsura: Haru da, Tobidase!","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Special,2,7.01,1815
1482,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,8.2,334399
1483,Master Keaton,"Adventure, Mystery",TV,24,7.76,9610
1484,Youma,"Action, Demons, Fantasy, Horror, Supernatural",OVA,2,6.25,4244
1485,Akachan to Boku,"Comedy, Drama, Shoujo",TV,35,8.02,8353
1486,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102,8.18,27893
1487,.hack//Unison,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,1,6.86,16411
1488,Area 88,"Action, Adventure, Drama, Military, Romance",OVA,3,7.65,6645
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",TV,26,7.29,5947
1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672
1492,Project ARMS,"Action, Martial Arts, Super Power",TV,26,7.15,6903
1493,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26,7.25,3368
1494,Darkside Blues,"Horror, Mystery, Psychological, Sci-Fi",Movie,1,6.33,5224
1495,Maetel Legend,"Drama, Sci-Fi, Space",OVA,2,6.56,1974
1496,Fushigi no Kuni no Miyuki-chan,"Comedy, Ecchi, Fantasy, Shoujo Ai, Yuri",OVA,2,6,7240
1497,Aru Machi Kado no Monogatari,"Drama, Music, Romance",Movie,1,6.81,1724
1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,68626
1499,MaMa,Hentai,OVA,2,5.44,563
1500,Teizokurei Daydream,"Comedy, Drama, Ecchi, Horror, Supernatural",OVA,4,6.4,5305
1501,Kaleido Star: Good da yo! Goood!!,Comedy,OVA,1,6.97,5044
1502,Mahou Shoujo Pretty Sammy (1996),"Comedy, Fantasy, Magic, Parody, Seinen",TV,26,6.93,3501
1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,6.4,798
1504,Macross Flash Back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.04,5199
1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,20347
1506,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.21,21789
1508,Sci-fi Harry,"Drama, Horror, Sci-Fi",TV,20,6.38,5194
1509,Mamotte! Lollipop,"Adventure, Comedy, Magic, Romance, Shoujo",TV,13,6.99,11747
1510,Imouto de Ikou!,Hentai,OVA,2,6.36,2457
1511,Gakuen: Chijoku no Zushiki,Hentai,OVA,2,5.61,1798
1512,Court no Naka no Tenshi-tachi,"Hentai, School, Sports",OVA,2,6.02,1771
1513,Kaette Kita Court no Naka no Tenshi-tachi,Hentai,OVA,2,6.03,1273
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764
